image_size_mb,strategy,policy,num_sats,sim_duration,productive_time,total_idle_time,total_idle_pct,total_connected_events,connected_idle_events,connected_idle_pct
28.0,close-spaced,roundrobin,50,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,random,50,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,sticky,100,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,fifo,100,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,roundrobin,100,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,random,100,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,sticky,200,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,fifo,200,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,roundrobin,200,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,close-spaced,random,200,21600,1652,19948,92.35185185185185,1677,25,1.4907573047107932
28.0,frame-spaced,sticky,1,21600,1648,19952,92.37037037037037,1673,25,1.4943215780035863
28.0,frame-spaced,fifo,1,21600,1648,19952,92.37037037037037,1673,25,1.4943215780035863
28.0,frame-spaced,roundrobin,1,21600,1648,19952,92.37037037037037,1673,25,1.4943215780035863
